PMID,title,journal,nodeGroup,isSpikeNode
32970990,Structurally Resolved SARS-CoV-2 Antibody Shows High Efficacy in Severely Infected Hamsters and Provides a Potent Cocktail Pairing Strategy.,Cell,9,1
32970989,SARS-CoV-2 Infection Depends on Cellular Heparan Sulfate and ACE2.,Cell,9,1
32969788,Sensitive Detection of SARS-CoV-2-Specific Antibodies in Dried Blood Spot Samples.,Emerging infectious diseases,9,1
32969333,Repurposing of the approved small molecule drugs in order to inhibit SARS-CoV-2 S protein and human ACE2 interaction through virtual screening approaches.,Journal of biomolecular structure & dynamics,9,1
32967116,Recognition of Potential COVID-19 Drug Treatments through the Study of Existing Protein-Drug and Protein-Protein Structures: An Analysis of Kinetically Active Residues.,Biomolecules,9,1
32966064,Development of a Parallel Reaction Monitoring Mass Spectrometry Assay for the Detection of SARS-CoV-2 Spike Glycoprotein and Nucleoprotein.,Analytical chemistry,9,1
32965736,"SARS-CoV-2 and the possible connection to ERs, ACE2, and RAGE: Focus on susceptibility factors.",FASEB journal : official publication of the Federation of American Societies for Experimental Biology,9,1
32965660,The Perfect Storm: COVID-19 Health Disparities in US Blacks.,Journal of racial and ethnic health disparities,9,1
32963228,Receptor-binding domain-specific human neutralizing monoclonal antibodies against SARS-CoV and SARS-CoV-2.,Signal transduction and targeted therapy,9,1
32963099,<i>In Silico</i> Structure-Based Repositioning of Approved Drugs for Spike Glycoprotein S2 Domain Fusion Peptide of SARS-CoV-2: Rationale from Molecular Dynamics and Binding Free Energy Calculations.,mSystems,9,1
32962524,COVID-19: benefits and risks of passive immunotherapeutics.,Human vaccines & immunotherapeutics,9,1
32961274,Vaccines for COVID-19: perspectives from nucleic acid vaccines to BCG as delivery vector system.,Microbes and infection,9,1
32961082,Perspectives on development of vaccines against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2).,Human vaccines & immunotherapeutics,9,1
32956643,Role of proteolytic enzymes in the COVID-19 infection and promising therapeutic approaches.,Biochemical pharmacology,9,1
32955126,"COVID-19, nausea, and vomiting.",Journal of gastroenterology and hepatology,9,1
32954666,Comprehensive annotations of the mutational spectra of SARS-CoV-2 spike protein: a fast and accurate pipeline.,Transboundary and emerging diseases,9,1
32953402,Making Waves Perspectives of Modelling and Monitoring of SARS-CoV-2 in Aquatic Environment for COVID-19 Pandemic.,Current pollution reports,9,1
32952855,Mesenchymal stromal cells as potential immunomodulatory players in severe acute respiratory distress syndrome induced by SARS-CoV-2 infection.,World journal of stem cells,9,1
32950735,Linking ACE2 and angiotensin II to pulmonary immunovascular dysregulation in SARS-CoV-2 infection.,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,9,1
32948512,Antibody-like proteins that capture and neutralize SARS-CoV-2.,Science advances,9,1
32947927,Cardiovascular Complications Associated with COVID-19 and Potential Therapeutic~Strategies.,International journal of molecular sciences,9,1
32947136,Druggable targets of SARS-CoV-2 and treatment opportunities for COVID-19.,Bioorganic chemistry,9,1
32946807,A Single-Cell RNA Expression Map of Human Coronavirus Entry Factors.,Cell reports,9,1
32944929,COVID-19 and seizures: Is there a link?,Epilepsia,9,1
32944295,Impact of glycan cloud on the B-cell epitope prediction of SARS-CoV-2 Spike protein.,NPJ vaccines,9,1
32943888,Design an Efficient Multi-Epitope Peptide Vaccine Candidate Against SARS-CoV-2: An in silico Analysis.,Infection and drug resistance,9,1
32943208,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2).,Trends in genetics : TIG,9,1
32943188,"RNA-dependent RNA polymerase: Structure, mechanism, and drug discovery for COVID-19.",Biochemical and biophysical research communications,9,1
32942285,Receptor binding and priming of the spike protein of SARS-CoV-2 for membrane fusion.,Nature,9,1
32938937,Structural models of human ACE2 variants with SARS-CoV-2 Spike protein for structure-based drug design.,Scientific data,9,1
32937949,Neurological Complications of COVID-19 and Possible Neuroinvasion Pathways: A Systematic Review.,International journal of environmental research and public health,9,1
32937441,Emergence of SARS-CoV-2 through recombination and strong purifying selection.,Science advances,9,1
32936048,Molecular basis of the potential interaction of SARS-CoV-2 spike protein to CD147 in COVID-19 associated-lymphopenia.,Journal of biomolecular structure & dynamics,9,1
32935928,Crosstalk between coronavirus disease 2019 and cardiovascular disease and its treatment.,ESC heart failure,9,1
32935915,Can symptoms of anosmia and dysgeusia be diagnostic for COVID-19?,Brain and behavior,9,1
32935877,Screening for SARS-CoV-2 antibodies in convalescent plasma in Brazil: Preliminary lessons from a voluntary convalescent donor program.,Transfusion,9,1
32935333,T-cell responses and therapies against SARS-CoV-2 infection.,Immunology,9,1
32935331,Vaccines for COVID-19.,Clinical and experimental immunology,9,1
32935116,"Development, clinical translation, and utility of a COVID-19 antibody test with qualitative and quantitative readouts.",medRxiv : the preprint server for health sciences,9,1
32935107,Complete mapping of mutations to the SARS-CoV-2 spike receptor-binding domain that escape antibody recognition.,bioRxiv : the preprint server for biology,9,1
32935095,Enhanced SARS-CoV-2 Neutralization by Secretory IgA in vitro.,bioRxiv : the preprint server for biology,9,1
32933047,Why COVID-19 Transmission Is More Efficient and Aggressive Than Viral Transmission in Previous Coronavirus Epidemics?,Biomolecules,9,1
32931734,A Single-Dose Intranasal ChAd Vaccine Protects Upper and Lower Respiratory Tracts against SARS-CoV-2.,Cell,9,1
32930936,Infectivity of SARS-CoV-2: there Is Something More than D614G?,Journal of neuroimmune pharmacology : the official journal of the Society on NeuroImmune Pharmacology,9,1
32930052,SARS-CoV-2 neutralizing antibody responses are more robust in patients with severe disease.,Emerging microbes & infections,9,1
32929310,"COVID-19: Current status, Challenges and Future Perspectives.",Indian journal of clinical biochemistry : IJCB,9,1
32929138,Analysis of the SARS-CoV-2 spike protein glycan shield reveals implications for immune recognition.,Scientific reports,9,1
32928868,Currently prescribed drugs in the UK that could upregulate or downregulate ACE2 in COVID-19 disease: a systematic review.,BMJ open,9,1
32927621,Mass Spectrometry and Structural Biology Techniques in the Studies on the Coronavirus-Receptor Interaction.,"Molecules (Basel, Switzerland)",9,1
32927129,"Is oseltamivir suitable for fighting against COVID-19: In silico assessment, in vitro and retrospective study.",Bioorganic chemistry,9,1
32924827,Potential protease inhibitors and their combinations to block SARS-CoV-2.,Journal of biomolecular structure & dynamics,9,1
32924062,Origin-independent analysis links SARS-CoV-2 local genomes with COVID-19 incidence and mortality.,Briefings in bioinformatics,9,1
32923731,An immunoinformatics study on the spike protein of SARS-CoV-2 revealing potential epitopes as vaccine candidates.,Heliyon,9,1
32923422,Bibliometric Analysis on COVID-19: A Comparison of Research Between English and Chinese Studies.,Frontiers in public health,9,1
32923004,Potential Treatment of Chinese and Western Medicine Targeting Nsp14 of SARS-CoV-2.,Journal of pharmaceutical analysis,9,1
32921981,A Review on Novel Drug Targets and Future Directions for COVID-19 Treatment.,Biologics : targets & therapy,9,1
32921819,The Challenges of Vaccine Development against Betacoronaviruses: Antibody Dependent Enhancement and Sendai Virus as a Possible Vaccine Vector.,Molecular biology,9,1
32920291,Chloroquine and hydroxychloroquine as ACE2 blockers to inhibit viropexis of 2019-nCoV Spike pseudotyped virus.,Phytomedicine : international journal of phytotherapy and phytopharmacology,9,1
32920233,Antibody-dependent enhancement of coronavirus.,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,9,1
32920210,On the genetics and immunopathogenesis of COVID-19.,"Clinical immunology (Orlando, Fla.)",9,1
32919067,A graph-based approach identifies dynamic H-bond communication networks in spike protein S of SARS-CoV-2.,Journal of structural biology,9,1
32917884,Molecular interaction and inhibition of SARS-CoV-2 binding to the ACE2 receptor.,Nature communications,9,1
32917840,SARS-CoV-2 seroprevalence and asymptomatic viral carriage in healthcare workers: a cross-sectional study.,Thorax,9,1
32917722,Sphingosine prevents binding of SARS-CoV-2 spike to its cellular receptor ACE2.,The Journal of biological chemistry,9,1
32917283,Analysis of ACE2 genetic variants in 131 Italian SARS-CoV-2-positive patients.,Human genomics,9,1
32916821,Smoking and COVID-19: Adding Fuel to the Flame.,International journal of molecular sciences,9,1
32915473,Gold Metallodrugs to Target Coronavirus Proteins: Inhibitory Effects on the Spike-ACE2 Interaction and on PLpro Protease Activity by Auranofin and Gold Organometallics*.,"Chemistry (Weinheim an der Bergstrasse, Germany)",9,1
32913581,"Unlocking COVID therapeutic targets: A structure-based rationale against SARS-CoV-2, SARS-CoV and MERS-CoV Spike.",Computational and structural biotechnology journal,9,1
32913304,Single-cell transcriptomic atlas of primate cardiopulmonary aging.,Cell research,9,1
32913297,"Prospects for SARS-CoV-2 diagnostics, therapeutics and vaccines in Africa.",Nature reviews. Microbiology,9,1
32913273,Humanized single domain antibodies neutralize SARS-CoV-2 by targeting the spike receptor binding domain.,Nature communications,9,1
32911691,Dendritic Cells and SARS-CoV-2 Infection: Still an Unclarified Connection.,Cells,9,1
32910274,Renin-Angiotensin System Inhibitors and COVID-19: a Systematic Review and Meta-Analysis. Evidence for Significant Geographical Disparities.,Current hypertension reports,9,1
32908981,"The immune vulnerability landscape of the 2019 Novel Coronavirus, SARS-CoV-2.",bioRxiv : the preprint server for biology,9,1
32908979,Monoclonal Antibodies Capable of Binding SARS-CoV-2 Spike Protein Receptor Binding Motif Specifically Prevent GM-CSF Induction.,bioRxiv : the preprint server for biology,9,1
32908214,Antibody-dependent enhancement and SARS-CoV-2 vaccines and therapies.,Nature microbiology,9,1
32907334,Repurposing of FDA-Approved Toremifene to Treat COVID-19 by Blocking the Spike Glycoprotein and NSP14 of SARS-CoV-2.,Journal of proteome research,9,1
32906733,The New Coronavirus (SARS-CoV-2): A Comprehensive Review on Immunity and the Application of Bioinformatics and Molecular Modeling to the Discovery of Potential Anti-SARS-CoV-2 Agents.,"Molecules (Basel, Switzerland)",9,1
32905393,Structural basis of SARS-CoV-2 main protease inhibition by a broad-spectrum anti-coronaviral drug.,American journal of cancer research,9,1
32905072,Impact of glycemic control in diabetes mellitus on management of COVID-19 infection.,International journal of diabetes in developing countries,9,1
32905011,SARS-CoV-2 vaccine research and development: conventional vaccines and biomimetic nanotechnology strategies.,Asian journal of pharmaceutical sciences,9,1
32904707,Nanomedicine strategies to target coronavirus.,Nano today,9,1
32904601,Mass Spectrometry Analysis of Newly Emerging Coronavirus HCoV-19 Spike Protein and Human ACE2 Reveals Camouflaging Glycans and Unique Post-Translational Modifications.,"Engineering (Beijing, China)",9,1
32903492,Pulmonary and Extra-Pulmonary Clinical Manifestations of COVID-19.,Frontiers in medicine,9,1
32903476,The Impact of Pre-existing Comorbidities and Therapeutic Interventions on COVID-19.,Frontiers in immunology,9,1
32903349,Antivirals Against Coronaviruses: Candidate Drugs for SARS-CoV-2 Treatment?,Frontiers in microbiology,9,1
32903279,Can data from paediatric cohorts solve the COVID-19 puzzle?,PLoS pathogens,9,1
32903266,Identification of immunodominant linear epitopes from SARS-CoV-2 patient plasma.,PloS one,9,1
32898838,Nasal disinfection for the prevention and control of COVID-19: A scoping review on potential chemo-preventive agents.,International journal of hygiene and environmental health,9,1
32897518,Effects of Antimalarial Drugs on Neuroinflammation-Potential Use for Treatment of COVID-19-Related Neurologic Complications.,Molecular neurobiology,9,1
32897177,SARS-CoV-2 spike produced in insect cells elicits high neutralization titres in non-human primates.,Emerging microbes & infections,9,1
32897080,METATRYP v 2.0: Metaproteomic Least Common Ancestor Analysis for Taxonomic Inference Using Specialized Sequence Assemblies-Standalone Software and Web Servers for Marine Microorganisms and Coronaviruses.,Journal of proteome research,9,1
32896660,From ACE2 to COVID-19: A multiorgan endothelial disease.,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,9,1
32893632,In Silico Drug Repurposing for SARS-CoV-2 Main Proteinase and Spike Proteins.,Journal of proteome research,9,1
32891146,How can nanotechnology help to combat COVID-19? Opportunities and urgent need.,Journal of nanobiotechnology,9,1
32889022,Peptides to combat viral infectious diseases.,Peptides,9,1
32888871,From SARS to COVID-19: What lessons have we learned?,Journal of infection and public health,9,1
32887884,Both Boceprevir and GC376 efficaciously inhibit SARS-CoV-2 by targeting its main protease.,Nature communications,9,1
32887876,An alpaca nanobody neutralizes SARS-CoV-2 by blocking receptor interaction.,Nature communications,9,1
32887634,SARS-CoV-2 binds platelet ACE2 to enhance thrombosis in COVID-19.,Journal of hematology & oncology,9,1
32886331,"COVID-19 outbreak: history, mechanism, transmission, structural studies and therapeutics.",Infection,9,1
32885971,The Answer Lies in the Energy: How Simple Atomistic Molecular Dynamics Simulations May Hold the Key to Epitope Prediction on the Fully Glycosylated SARS-CoV-2 Spike Protein.,The journal of physical chemistry letters,9,1
32885037,COVID-19 and possible links with Parkinson's disease and parkinsonism: from bench to bedside.,NPJ Parkinson's disease,9,1
32884216,Mutations in SARS-CoV-2 Leading to Antigenic Variations in Spike Protein: A Challenge in Vaccine Development.,Journal of laboratory physicians,9,1
32884153,Ad26 vaccine protects against SARS-CoV-2 severe clinical disease in hamsters.,Nature medicine,9,1
32882432,Genome based evolutionary lineage of SARS-CoV-2 towards the development of novel chimeric vaccine.,"Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",9,1
32881101,"UCSF ChimeraX: Structure visualization for researchers, educators, and developers.",Protein science : a publication of the Protein Society,9,1
32880873,Studying the neuropsychological sequelae of SARS-CoV-2: lessons learned from 35 years of neuroHIV research.,Journal of neurovirology,9,1
32880826,Single-particle virology.,Biophysical reviews,9,1
32879801,"A comparison of COVID-19, SARS and MERS.",PeerJ,9,1
32879307,Disease severity dictates SARS-CoV-2-specific neutralizing antibody responses in COVID-19.,Signal transduction and targeted therapy,9,1
32878891,Structure-Based Design of Hepatitis C Virus E2 Glycoprotein Improves Serum Binding and Cross-Neutralization.,Journal of virology,9,1
32878881,"<i>De novo</i> design, retrosynthetic analysis and combinatorial synthesis of a hybrid antiviral (VTAR-01) to inhibit the interaction of SARS-CoV2 spike glycoprotein with human angiotensin-converting enzyme 2.",Biology open,9,1
32877828,Immunotherapeutic approaches to curtail COVID-19.,International immunopharmacology,9,1
32876900,Neurological injuries in COVID-19 patients: direct viral invasion or a bystander injury after infection of epithelial/endothelial cells.,Journal of neurovirology,9,1
32873611,Low Baseline Pulmonary Levels of Cytotoxic Lymphocytes as a Predisposing Risk Factor for Severe COVID-19.,mSystems,9,1
32873192,No small matter: a perspective on nanotechnology-enabled solutions to fight COVID-19.,"Nanomedicine (London, England)",9,1
32872641,Implications for SARS-CoV-2 Vaccine Design: Fusion of Spike Glycoprotein Transmembrane Domain to Receptor-Binding Domain Induces Trimerization.,Membranes,9,1
32872017,Efficacy and safety of Lianhua Qingwen in the treatment of patients with moderate COVID-19 infection: A protocol for systematic review and meta analysis.,Medicine,9,1
32869699,Designing an efficient multi-epitope vaccine displaying interactions with diverse HLA molecules for an efficient humoral and cellular immune response to prevent COVID-19 infection.,Expert review of vaccines,9,1
32869558,"Treatment Options for Severe Acute Respiratory Syndrome, Middle East Respiratory Syndrome, and Coronavirus Disease 2019: a Review of Clinical Evidence.",Infection & chemotherapy,9,1
32869030,A single immunization with spike-functionalized ferritin vaccines elicits neutralizing antibody responses against SARS-CoV-2 in mice.,bioRxiv : the preprint server for biology,9,1
32869029,MMGB/SA Consensus Estimate of the Binding Free Energy Between the Novel Coronavirus Spike Protein to the Human ACE2 Receptor.,bioRxiv : the preprint server for biology,9,1
32869026,Structural classification of neutralizing antibodies against the SARS-CoV-2 spike receptor-binding domain suggests vaccine and therapeutic strategies.,bioRxiv : the preprint server for biology,9,1
32869022,Theoretical basis for stabilizing messenger RNA through secondary structure design.,bioRxiv : the preprint server for biology,9,1
32866640,Comprehensive evolution and molecular characteristics of a large number of SARS-CoV-2 genomes reveal its epidemic trends.,International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases,9,1
32866368,Sustainable Personal Protective Clothing for Healthcare Applications: A Review.,ACS nano,9,1
32864545,The Resilient Child: Sex-Steroid Hormones and COVID-19 Incidence in Pediatric Patients.,Journal of the Endocrine Society,9,1
32864178,"Multidisciplinary, three-dimensional and individualized comprehensive treatment for severe/critical COVID-19.",Liver research,9,1
32860569,Central neurological complications and potential neuropathogenesis of COVID-19.,Internal and emergency medicine,9,1
32858978,Compartmentalized Replication of SARS-Cov-2 in Upper vs. Lower Respiratory Tract Assessed by Whole Genome Quasispecies Analysis.,Microorganisms,9,1
32858292,Particulate matter and SARS-CoV-2: A possible model of COVID-19 transmission.,The Science of the total environment,9,1
32858233,"A survey of genetic variants in SARS-CoV-2 interacting domains of ACE2, TMPRSS2 and TLR3/7/8 across populations.","Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",9,1
32858226,"SARS-CoV-2 another kind of liver aggressor, how does it do that?",Annals of hepatology,9,1
32858060,Evaluation of SARS-CoV-2 prototype serologic test in hospitalized patients.,Clinical biochemistry,9,1
32855401,A panel of human neutralizing mAbs targeting SARS-CoV-2 spike at multiple epitopes.,Nature communications,9,1
32855181,SARS-CoV-2 Assays To Detect Functional Antibody Responses That Block ACE2 Recognition in Vaccinated Animals and Infected Patients.,Journal of clinical microbiology,9,1
32854762,The receptor binding domain of SARS-CoV-2 spike protein is the result of an ancestral recombination between the bat-CoV RaTG13 and the pangolin-CoV MP789.,BMC research notes,9,1
32854739,From SARS and MERS to COVID-19: a brief summary and comparison of severe acute respiratory infections caused by three highly pathogenic human coronaviruses.,Respiratory research,9,1
32854262,"The Antiviral, Anti-Inflammatory Effects of Natural Medicinal Herbs and Mushrooms and SARS-CoV-2 Infection.",Nutrients,9,1
32854247,"The Importance of Redox Status in the Frame of Lifestyle Approaches and the Genetics of the Lung Innate Immune Molecules, SP-A1 and SP-A2, on Differential Outcomes of COVID-19 Infection.","Antioxidants (Basel, Switzerland)",9,1
32853823,Intrinsic disorder perspective of an interplay between the renin-angiotensin-aldosterone system and SARS-CoV-2.,"Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",9,1
32853545,Implications of Sex Differences in Immunity for SARS-CoV-2 Pathogenesis and Design of Therapeutic Interventions.,Immunity,9,1
32852058,The recent outbreaks of human coronaviruses: A medicinal chemistry perspective.,Medicinal research reviews,9,1
32851919,"Targeting COVID-19 (SARS-CoV-2) main protease through active phytochemicals of ayurvedic medicinal plants - <i>Withania somnifera</i> (Ashwagandha), <i>Tinospora cordifolia</i> (Giloy) and <i>Ocimum sanctum</i> (Tulsi) - a molecular docking study.",Journal of biomolecular structure & dynamics,9,1
32851912,<i>In silico</i> screening of hundred phytocompounds of ten medicinal plants as potential inhibitors of nucleocapsid phosphoprotein <i>of COVID-19:</i> an approach to prevent virus assembly.,Journal of biomolecular structure & dynamics,9,1
32851910,Insights into the structural and dynamical changes of spike glycoprotein mutations associated with SARS-CoV-2 host receptor binding.,Journal of biomolecular structure & dynamics,9,1
32851877,"Pathogenesis, clinical manifestations and complications of coronavirus disease 2019 (COVID-19).",Future microbiology,9,1
32851855,Interaction of SARS-CoV-2 and Other Coronavirus With ACE (Angiotensin-Converting Enzyme)-2 as Their Main Receptor: Therapeutic Implications.,"Hypertension (Dallas, Tex. : 1979)",9,1
32850989,Renin-Angiotensin System and Coronavirus Disease 2019: A Narrative Review.,Frontiers in cardiovascular medicine,9,1
32850973,A Multi-Targeting Approach to Fight SARS-CoV-2 Attachment.,Frontiers in molecular biosciences,9,1
32850917,"Identify the Risk Factors of COVID-19-Related Acute Kidney Injury: A Single-Center, Retrospective Cohort Study.",Frontiers in medicine,9,1
32850564,Potential Effect of COVID-19 on Maternal and Infant Outcome: Lesson From SARS.,Frontiers in pediatrics,9,1
32850499,Functional Pangenome Analysis Shows Key Features of E Protein Are Preserved in SARS and SARS-CoV-2.,Frontiers in cellular and infection microbiology,9,1
32849654,Overview of Immune Response During SARS-CoV-2 Infection: Lessons From the Past.,Frontiers in immunology,9,1
32849647,Can Drinking Microfiltered Raw Immune Milk From Cows Immunized Against SARS-CoV-2 Provide Short-Term Protection Against COVID-19?,Frontiers in immunology,9,1
32849449,CoronaVR: A Computational Resource and Analysis of Epitopes and Therapeutics for Severe Acute Respiratory Syndrome Coronavirus-2.,Frontiers in microbiology,9,1
32848790,Medicinal Plants as Sources of Active Molecules Against COVID-19.,Frontiers in pharmacology,9,1
32848162,Dynamics of the ACE2-SARS-CoV-2/SARS-CoV spike protein interface reveal unique mechanisms.,Scientific reports,9,1
32847856,SARS-CoV-2 and Three Related Coronaviruses Utilize Multiple ACE2 Orthologs and Are Potently Blocked by an Improved ACE2-Ig.,Journal of virology,9,1
32846196,Prospect of SARS-CoV-2 spike protein: Potential role in vaccine and therapeutic development.,Virus research,9,1
32846164,"COVID-19: Pathophysiology, treatment options, nanotechnology approaches, and research agenda to combating the SARS-CoV2 pandemic.",Life sciences,9,1
32845733,Role of antibody-dependent enhancement (ADE) in the virulence of SARS-CoV-2 and its mitigation strategies for the development of vaccines and immunotherapies to counter COVID-19.,Human vaccines & immunotherapeutics,9,1
32844125,"Integrative analyses of SARS-CoV-2 genomes from different geographical locations reveal unique features potentially consequential to host-virus interaction, pathogenesis and clues for novel therapies.",Heliyon,9,1
32843695,Immunoinformatic identification of B cell and T cell epitopes in the SARS-CoV-2 proteome.,Scientific reports,9,1
32842513,Could Vitamins Help in the Fight Against COVID-19?,Nutrients,9,1
32841605,Virus-Receptor Interactions of Glycosylated SARS-CoV-2 Spike and Human ACE2 Receptor.,Cell host & microbe,9,1
32841599,Deep Mutational Scanning of SARS-CoV-2 Receptor Binding Domain Reveals Constraints on Folding and ACE2 Binding.,Cell,9,1
32841215,Human angiotensin-converting enzyme 2 transgenic mice infected with SARS-CoV-2 develop severe and fatal respiratory disease.,JCI insight,9,1
32840560,"Severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), a newly emerged pathogen: an overview.",Pathogens and disease,9,1
32839951,Neurological manifestations of COVID-19: available evidences and a new paradigm.,Journal of neurovirology,9,1
32839786,SARS-CoV-2 Antibody Responses Correlate with Resolution of RNAemia But Are Short-Lived in Patients with Mild Illness.,medRxiv : the preprint server for health sciences,9,1
32839634,Investigating the potential antiviral activity drugs against SARS-CoV-2 by molecular docking simulation.,Journal of molecular liquids,9,1
32839534,"Association between renin-angiotensin-aldosterone system inhibitor treatment, neutrophil-lymphocyte ratio, D-Dimer and clinical severity of COVID-19 in hospitalized patients: a multicenter, observational study.",Journal of human hypertension,9,1
32838945,"Growth, detection, quantification, and inactivation of SARS-CoV-2.",Virology,9,1
32838339,Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) and glial cells: Insights and perspectives.,"Brain, behavior, & immunity - health",9,1
32838282,Molecular targets for COVID-19 drug development: Enlightening Nigerians about the pandemic and future treatment.,Biosafety and health,9,1
32838192,Analysis of COVID-19 Cases and Public Measures in China.,SN comprehensive clinical medicine,9,1
32838164,"Involvement of Spike Protein, Furin, and ACE2 in SARS-CoV-2-Related Cardiovascular Complications.",SN comprehensive clinical medicine,9,1
32838145,Conjunctivitis as a Sentinel of SARS-CoV-2 Infection: a Need of Revision for Mild Symptoms.,SN comprehensive clinical medicine,9,1
32838074,Dynamic Regulation of SARS-Cov-2 Binding and Cell Entry Mechanisms in Remodeled Human Ventricular Myocardium.,JACC. Basic to translational science,9,1
32838053,Surface Chemistry Can Unlock Drivers of Surface Stability of SARS-CoV-2 in a Variety of Environmental Conditions.,Chem,9,1
32838038,Current diagnostic tools for coronaviruses-From laboratory diagnosis to POC diagnosis for COVID-19.,Bioengineering & translational medicine,9,1
32837985,Development of cell-based pseudovirus entry assay to identify potential viral entry inhibitors and neutralizing antibodies against SARS-CoV-2.,Genes & diseases,9,1
32837984,Pandemic COVID-19: Current status and challenges of antiviral therapies.,Genes & diseases,9,1
32837982,Known drugs and small molecules in the battle for COVID-19 treatment.,Genes & diseases,9,1
32837758,"Diagnosis and treatment of emergency surgeries in otorhinolaryngology, head and neck surgery during the covid-19 outbreak: A single center experience.",World journal of otorhinolaryngology - head and neck surgery,9,1
32837738,Molecular diagnostic technologies for COVID-19: Limitations and challenges.,Journal of advanced research,9,1
32837710,Structural insights into the mechanism of RNA recognition by the N-terminal RNA-binding domain of the SARS-CoV-2 nucleocapsid phosphoprotein.,Computational and structural biotechnology journal,9,1
32837565,"Recent insights for the emerging COVID-19: Drug discovery, therapeutic options and vaccine development.",Asian journal of pharmaceutical sciences,9,1
32837505,Implications of SARS-CoV-2 genetic diversity and mutations on pathogenicity of the COVID-19 and biomedical interventions.,Journal of Taibah University Medical Sciences,9,1
32837199,[Are renin-angiotensin system inhibitors protective or deleterious in patients with COVID-19?],Archives des maladies du coeur et des vaisseaux. Pratique,9,1
32835326,"Comparative tropism, replication kinetics, and cell damage profiling of SARS-CoV-2 and SARS-CoV with implications for clinical manifestations, transmissibility, and laboratory studies of COVID-19: an observational study.",The Lancet. Microbe,9,1
32835303,Rapid Generation of Neutralizing Antibody Responses in COVID-19 Patients.,Cell reports. Medicine,9,1
32835302,Identification of SARS-CoV-2 Vaccine Epitopes Predicted to Induce Long-Term Population-Scale Immunity.,Cell reports. Medicine,9,1
32835246,The immunology of COVID-19: is immune modulation an option for treatment?,The Lancet. Rheumatology,9,1
32835154,Resilient and agile engineering solutions to address societal challenges such as coronavirus pandemic.,Materials today. Chemistry,9,1
32835005,Methods for making multiple alignment of genomic sequences for severe acute respiratory syndrome coronavirus 2.,Meta gene,9,1
32834989,Insidious development of pulmonary embolism in asymptomatic patients with COVID-19: Two rare case-reports.,Respiratory medicine case reports,9,1
32834948,Highly pathogenic coronaviruses: thrusting vaccine development in the spotlight.,Acta pharmaceutica Sinica. B,9,1
32834430,"COVID-19 and SARS-CoV-2. Modeling the present, looking at the future.",Physics reports,9,1
32834259,Immunoinformatics characterization of SARS-CoV-2 spike glycoprotein for prioritization of epitope based multivalent peptide vaccine.,Journal of molecular liquids,9,1
32834203,Extended use of face masks during the COVID-19 pandemic - Thermal conditioning and spray-on surface disinfection.,Polymer degradation and stability,9,1
32833435,Computational Alanine Scanning and Structural Analysis of the SARS-CoV-2 Spike Protein/Angiotensin-Converting Enzyme 2 Complex.,ACS nano,9,1
32831104,Investigation of the genetic variation in ACE2 on the structural recognition by the novel coronavirus (SARS-CoV-2).,Journal of translational medicine,9,1
32829936,Fruitful Neutralizing Antibody Pipeline Brings Hope To Defeat SARS-Cov-2.,Trends in pharmacological sciences,9,1
32829257,"Viral, host and environmental factors that favor anthropozoonotic spillover of coronaviruses: An opinionated review, focusing on SARS-CoV, MERS-CoV and SARS-CoV-2.",The Science of the total environment,9,1
32828489,Epigenetic susceptibility to severe respiratory viral infections and its therapeutic implications: a narrative review.,British journal of anaesthesia,9,1
32828027,COVID-19 and the central nervous system.,Clinical neurology and neurosurgery,9,1
32827661,Emerging strategies on in silico drug development against COVID-19: challenges and opportunities.,European journal of pharmaceutical sciences : official journal of the European Federation for Pharmaceutical Sciences,9,1
32827125,A highly specific and sensitive serological assay detects SARS-CoV-2 antibody levels in COVID-19 patients that correlate with neutralization.,Infection,9,1
32826914,A cross-reactive human IgA monoclonal antibody blocks SARS-CoV-2 spike-ACE2 interaction.,Nature communications,9,1
32825438,SARS-CoV-2 ORF8 and SARS-CoV ORF8ab: Genomic Divergence and Functional Convergence.,"Pathogens (Basel, Switzerland)",9,1
32825305,<i>Severe Acute Respiratory Syndrome Coronavirus 2</i> (SARS-CoV-2) Exhibits High Predicted Binding Affinity to ACE2 from Lagomorphs (Rabbits and Pikas).,Animals : an open access journal from MDPI,9,1
32824753,Deciphering SARS-CoV-2 Virologic and Immunologic Features.,International journal of molecular sciences,9,1
32824674,Sex Hormones and Hormone Therapy during COVID-19 Pandemic: Implications for Patients with Cancer.,Cancers,9,1
32822927,"Aerosol transmission of SARS-CoV-2? Evidence, prevention and control.",Environment international,9,1
32822426,"COVID-19 pandemic: Insights into structure, function, and hACE2 receptor recognition by SARS-CoV-2.",PLoS pathogens,9,1
